parameter_shortname,parameter_name
6450,"Copper, Dissolved"
6450,"Copper, Dissolved"
6450,"Copper, Dissolved"
6450,"Copper, Dissolved"
6450,"Copper, Dissolved"
6450,"Copper, Dissolved"
6450,"Copper, Dissolved"
6450,"Copper, Dissolved"
6450,"Copper, Dissolved"
6450,"Copper, Dissolved"
6450,"Copper, Dissolved"
6450,"Copper, Dissolved"
6450,"Copper, Dissolved"
6450,"Copper, Dissolved"
6452,Copper
6452,Copper
6452,Copper
6452,Copper
6452,Copper
6452,Copper
6452,Copper
6452,Copper
6452,Copper
6452,Copper
6452,Copper
6452,Copper
6452,Copper
6452,Copper
6452,Copper
6452,Copper
6452,Copper
6452,Copper
6452,Copper
6452,Copper
6452,Copper
6453,"Silver, Dissolved"
6453,"Silver, Dissolved"
6453,"Silver, Dissolved"
6453,"Silver, Dissolved"
6453,"Silver, Dissolved"
6453,"Silver, Dissolved"
6453,"Silver, Dissolved"
6453,"Silver, Dissolved"
6453,"Silver, Dissolved"
6453,"Silver, Dissolved"
6453,"Silver, Dissolved"
6453,"Silver, Dissolved"
6453,"Silver, Dissolved"
6453,"Silver, Dissolved"
6453,"Silver, Dissolved"
6453,"Silver, Dissolved"
6453,"Silver, Dissolved"
6453,"Silver, Dissolved"
6455,Zinc
6455,Zinc
6455,Zinc
6455,Zinc
6455,Zinc
6455,Zinc
6455,Zinc
6455,Zinc
6455,Zinc
6455,Zinc
6455,Zinc
6455,Zinc
6455,Zinc
6455,Zinc
6455,Zinc
6455,Zinc
6455,Zinc
6455,Zinc
6455,Zinc
6455,Zinc
6455,Zinc
6458,"Manganese, Dissolved"
6458,"Manganese, Dissolved"
6458,"Manganese, Dissolved"
6458,"Manganese, Dissolved"
6458,"Manganese, Dissolved"
6458,"Manganese, Dissolved"
6458,"Manganese, Dissolved"
6458,"Manganese, Dissolved"
6458,"Manganese, Dissolved"
6458,"Manganese, Dissolved"
6458,"Manganese, Dissolved"
6458,"Manganese, Dissolved"
6458,"Manganese, Dissolved"
6458,"Manganese, Dissolved"
6458,"Manganese, Dissolved"
6458,"Manganese, Dissolved"
6458,"Manganese, Dissolved"
6458,"Manganese, Dissolved"
6458,"Manganese, Dissolved"
6458,"Manganese, Dissolved"
6458,"Manganese, Dissolved"
6460,"Iron, Dissolved"
6460,"Iron, Dissolved"
6460,"Iron, Dissolved"
6460,"Iron, Dissolved"
6460,"Iron, Dissolved"
6460,"Iron, Dissolved"
6460,"Iron, Dissolved"
6460,"Iron, Dissolved"
6460,"Iron, Dissolved"
6460,"Iron, Dissolved"
6460,"Iron, Dissolved"
6460,"Iron, Dissolved"
6460,"Iron, Dissolved"
6460,"Iron, Dissolved"
6460,"Iron, Dissolved"
6460,"Iron, Dissolved"
6460,"Iron, Dissolved"
6460,"Iron, Dissolved"
6460,"Iron, Dissolved"
6460,"Iron, Dissolved"
6460,"Iron, Dissolved"
6462,Nickel
6462,Nickel
6462,Nickel
6462,Nickel
6462,Nickel
6462,Nickel
6462,Nickel
6462,Nickel
6462,Nickel
6462,Nickel
6462,Nickel
6462,Nickel
6462,Nickel
6462,Nickel
6462,Nickel
6462,Nickel
6462,Nickel
6462,Nickel
6462,Nickel
6462,Nickel
6462,Nickel
6473,Uranium
6473,Uranium
6473,Uranium
6473,Uranium
6473,Uranium
6473,Uranium
6473,Uranium
6473,Uranium
6473,Uranium
6473,Uranium
6473,Uranium
6473,Uranium
6484,Benzothiazole
6484,Benzothiazole
6484,Benzothiazole
6484,Benzothiazole
6484,Benzothiazole
6485,"Nitrite, Filtered as N"
6485,"Nitrite, Filtered as N"
6485,"Nitrite, Filtered as N"
6485,"Nitrite, Filtered as N"
6485,"Nitrite, Filtered as N"
6485,"Nitrite, Filtered as N"
6485,"Nitrite, Filtered as N"
6485,"Nitrite, Filtered as N"
6485,"Nitrite, Filtered as N"
6485,"Nitrite, Filtered as N"
6485,"Nitrite, Filtered as N"
6485,"Nitrite, Filtered as N"
6485,"Nitrite, Filtered as N"
6485,"Nitrite, Filtered as N"
6485,"Nitrite, Filtered as N"
6485,"Nitrite, Filtered as N"
6485,"Nitrite, Filtered as N"
6485,"Nitrite, Filtered as N"
6485,"Nitrite, Filtered as N"
6485,"Nitrite, Filtered as N"
6485,"Nitrite, Filtered as N"
6487,Triazophos
6487,Triazophos
6487,Triazophos
6487,Triazophos
6487,Triazophos
6487,Triazophos
6487,Triazophos
6487,Triazophos
6487,Triazophos
6487,Triazophos
6487,Triazophos
6487,Triazophos
6487,Triazophos
6487,Triazophos
6487,Triazophos
6512,Site visit only : No sample bottle
6512,Site visit only : No sample bottle
6512,Site visit only : No sample bottle
6512,Site visit only : No sample bottle
6512,Site visit only : No sample bottle
6512,Site visit only : No sample bottle
6512,Site visit only : No sample bottle
6512,Site visit only : No sample bottle
6516,Appearance of liquid : Colour Strength
6516,Appearance of liquid : Colour Strength
6517,Appearance of liquid : Main Colour
6517,Appearance of liquid : Main Colour
6517,Appearance of liquid : Main Colour
6528,Weather : Visibility
6528,Weather : Visibility
6528,Weather : Visibility
6528,Weather : Visibility
6528,Weather : Visibility
6528,Weather : Visibility
6528,Weather : Visibility
6528,Weather : Visibility
6529,Weather : Precipitation : Past 7 days
6529,Weather : Precipitation : Past 7 days
6529,Weather : Precipitation : Past 7 days
6529,Weather : Precipitation : Past 7 days
6529,Weather : Precipitation : Past 7 days
6529,Weather : Precipitation : Past 7 days
6529,Weather : Precipitation : Past 7 days
6529,Weather : Precipitation : Past 7 days
6529,Weather : Precipitation : Past 7 days
6529,Weather : Precipitation : Past 7 days
6529,Weather : Precipitation : Past 7 days
6529,Weather : Precipitation : Past 7 days
6529,Weather : Precipitation : Past 7 days
6529,Weather : Precipitation : Past 7 days
6529,Weather : Precipitation : Past 7 days
6529,Weather : Precipitation : Past 7 days
6530,Weather : Temperature : Past 7 days
6530,Weather : Temperature : Past 7 days
6530,Weather : Temperature : Past 7 days
6530,Weather : Temperature : Past 7 days
6530,Weather : Temperature : Past 7 days
6531,Weather : Visibility : Past 7 days
6531,Weather : Visibility : Past 7 days
6531,Weather : Visibility : Past 7 days
6531,Weather : Visibility : Past 7 days
6531,Weather : Visibility : Past 7 days
6534,"1,1,1,2-Tetrachloroethane"
6534,"1,1,1,2-Tetrachloroethane"
6534,"1,1,1,2-Tetrachloroethane"
6534,"1,1,1,2-Tetrachloroethane"
6534,"1,1,1,2-Tetrachloroethane"
6534,"1,1,1,2-Tetrachloroethane"
6534,"1,1,1,2-Tetrachloroethane"
6537,"1,2-Dibromo-3-chloropropane"
6537,"1,2-Dibromo-3-chloropropane"
6537,"1,2-Dibromo-3-chloropropane"
6537,"1,2-Dibromo-3-chloropropane"
6537,"1,2-Dibromo-3-chloropropane"
6537,"1,2-Dibromo-3-chloropropane"
6537,"1,2-Dibromo-3-chloropropane"
6537,"1,2-Dibromo-3-chloropropane"
6537,"1,2-Dibromo-3-chloropropane"
6537,"1,2-Dibromo-3-chloropropane"
6538,"cis-1,2-Dichloroethylene :- {cis-1,2-Dichloroethene}"
6538,"cis-1,2-Dichloroethylene :- {cis-1,2-Dichloroethene}"
6538,"cis-1,2-Dichloroethylene :- {cis-1,2-Dichloroethene}"
6538,"cis-1,2-Dichloroethylene :- {cis-1,2-Dichloroethene}"
6538,"cis-1,2-Dichloroethylene :- {cis-1,2-Dichloroethene}"
6538,"cis-1,2-Dichloroethylene :- {cis-1,2-Dichloroethene}"
6538,"cis-1,2-Dichloroethylene :- {cis-1,2-Dichloroethene}"
6538,"cis-1,2-Dichloroethylene :- {cis-1,2-Dichloroethene}"
6538,"cis-1,2-Dichloroethylene :- {cis-1,2-Dichloroethene}"
6538,"cis-1,2-Dichloroethylene :- {cis-1,2-Dichloroethene}"
6538,"cis-1,2-Dichloroethylene :- {cis-1,2-Dichloroethene}"
6538,"cis-1,2-Dichloroethylene :- {cis-1,2-Dichloroethene}"
6538,"cis-1,2-Dichloroethylene :- {cis-1,2-Dichloroethene}"
6538,"cis-1,2-Dichloroethylene :- {cis-1,2-Dichloroethene}"
6538,"cis-1,2-Dichloroethylene :- {cis-1,2-Dichloroethene}"
6538,"cis-1,2-Dichloroethylene :- {cis-1,2-Dichloroethene}"
6539,"trans-1,2-Dichloroethylene :- {trans-1,2-Dichloroethene}"
6539,"trans-1,2-Dichloroethylene :- {trans-1,2-Dichloroethene}"
6539,"trans-1,2-Dichloroethylene :- {trans-1,2-Dichloroethene}"
6539,"trans-1,2-Dichloroethylene :- {trans-1,2-Dichloroethene}"
6539,"trans-1,2-Dichloroethylene :- {trans-1,2-Dichloroethene}"
6539,"trans-1,2-Dichloroethylene :- {trans-1,2-Dichloroethene}"
6539,"trans-1,2-Dichloroethylene :- {trans-1,2-Dichloroethene}"
6539,"trans-1,2-Dichloroethylene :- {trans-1,2-Dichloroethene}"
6539,"trans-1,2-Dichloroethylene :- {trans-1,2-Dichloroethene}"
6539,"trans-1,2-Dichloroethylene :- {trans-1,2-Dichloroethene}"
6539,"trans-1,2-Dichloroethylene :- {trans-1,2-Dichloroethene}"
6539,"trans-1,2-Dichloroethylene :- {trans-1,2-Dichloroethene}"
6540,"1,2-Dichloropropane"
6540,"1,2-Dichloropropane"
6540,"1,2-Dichloropropane"
6540,"1,2-Dichloropropane"
6540,"1,2-Dichloropropane"
6540,"1,2-Dichloropropane"
6540,"1,2-Dichloropropane"
6540,"1,2-Dichloropropane"
6540,"1,2-Dichloropropane"
6540,"1,2-Dichloropropane"
6540,"1,2-Dichloropropane"
6541,"1,2,3-Trichloropropane"
6541,"1,2,3-Trichloropropane"
6541,"1,2,3-Trichloropropane"
6541,"1,2,3-Trichloropropane"
6541,"1,2,3-Trichloropropane"
6541,"1,2,3-Trichloropropane"
6541,"1,2,3-Trichloropropane"
6541,"1,2,3-Trichloropropane"
6541,"1,2,3-Trichloropropane"
6541,"1,2,3-Trichloropropane"
6542,"1,3-Dichloropropane"
6542,"1,3-Dichloropropane"
6542,"1,3-Dichloropropane"
6542,"1,3-Dichloropropane"
6542,"1,3-Dichloropropane"
6542,"1,3-Dichloropropane"
6542,"1,3-Dichloropropane"
6542,"1,3-Dichloropropane"
6542,"1,3-Dichloropropane"
6542,"1,3-Dichloropropane"
6543,"cis-1,3-Dichloropropylene :- {cis-1,3-Dichloropropene}"
6543,"cis-1,3-Dichloropropylene :- {cis-1,3-Dichloropropene}"
6543,"cis-1,3-Dichloropropylene :- {cis-1,3-Dichloropropene}"
6543,"cis-1,3-Dichloropropylene :- {cis-1,3-Dichloropropene}"
6543,"cis-1,3-Dichloropropylene :- {cis-1,3-Dichloropropene}"
6543,"cis-1,3-Dichloropropylene :- {cis-1,3-Dichloropropene}"
6543,"cis-1,3-Dichloropropylene :- {cis-1,3-Dichloropropene}"
6543,"cis-1,3-Dichloropropylene :- {cis-1,3-Dichloropropene}"
6543,"cis-1,3-Dichloropropylene :- {cis-1,3-Dichloropropene}"
6543,"cis-1,3-Dichloropropylene :- {cis-1,3-Dichloropropene}"
6543,"cis-1,3-Dichloropropylene :- {cis-1,3-Dichloropropene}"
6544,"trans-1,3-Dichloropropylene :- {trans-1,3-Dichloropropene}"
6544,"trans-1,3-Dichloropropylene :- {trans-1,3-Dichloropropene}"
6544,"trans-1,3-Dichloropropylene :- {trans-1,3-Dichloropropene}"
6544,"trans-1,3-Dichloropropylene :- {trans-1,3-Dichloropropene}"
6544,"trans-1,3-Dichloropropylene :- {trans-1,3-Dichloropropene}"
6544,"trans-1,3-Dichloropropylene :- {trans-1,3-Dichloropropene}"
6544,"trans-1,3-Dichloropropylene :- {trans-1,3-Dichloropropene}"
6544,"trans-1,3-Dichloropropylene :- {trans-1,3-Dichloropropene}"
6544,"trans-1,3-Dichloropropylene :- {trans-1,3-Dichloropropene}"
6544,"trans-1,3-Dichloropropylene :- {trans-1,3-Dichloropropene}"
6544,"trans-1,3-Dichloropropylene :- {trans-1,3-Dichloropropene}"
6547,2-Chlorotoluene :- {1-Chloro-2-methylbenzene}
6547,2-Chlorotoluene :- {1-Chloro-2-methylbenzene}
6547,2-Chlorotoluene :- {1-Chloro-2-methylbenzene}
6547,2-Chlorotoluene :- {1-Chloro-2-methylbenzene}
6547,2-Chlorotoluene :- {1-Chloro-2-methylbenzene}
6547,2-Chlorotoluene :- {1-Chloro-2-methylbenzene}
6547,2-Chlorotoluene :- {1-Chloro-2-methylbenzene}
6547,2-Chlorotoluene :- {1-Chloro-2-methylbenzene}
6547,2-Chlorotoluene :- {1-Chloro-2-methylbenzene}
6547,2-Chlorotoluene :- {1-Chloro-2-methylbenzene}
6552,2-Chloro-4-nitrotoluene
6552,2-Chloro-4-nitrotoluene
6552,2-Chloro-4-nitrotoluene
6552,2-Chloro-4-nitrotoluene
6552,2-Chloro-4-nitrotoluene
6552,2-Chloro-4-nitrotoluene
6552,2-Chloro-4-nitrotoluene
6552,2-Chloro-4-nitrotoluene
6552,2-Chloro-4-nitrotoluene
6552,2-Chloro-4-nitrotoluene
6552,2-Chloro-4-nitrotoluene
6552,2-Chloro-4-nitrotoluene
6552,2-Chloro-4-nitrotoluene
6552,2-Chloro-4-nitrotoluene
6554,2-Chloro-6-nitrotoluene
6554,2-Chloro-6-nitrotoluene
6554,2-Chloro-6-nitrotoluene
6554,2-Chloro-6-nitrotoluene
6554,2-Chloro-6-nitrotoluene
6554,2-Chloro-6-nitrotoluene
6554,2-Chloro-6-nitrotoluene
6554,2-Chloro-6-nitrotoluene
6554,2-Chloro-6-nitrotoluene
6554,2-Chloro-6-nitrotoluene
6554,2-Chloro-6-nitrotoluene
6554,2-Chloro-6-nitrotoluene
6554,2-Chloro-6-nitrotoluene
6554,2-Chloro-6-nitrotoluene
6564,"2,3,5,6-Tetrachlorophenol"
6564,"2,3,5,6-Tetrachlorophenol"
6564,"2,3,5,6-Tetrachlorophenol"
6564,"2,3,5,6-Tetrachlorophenol"
6564,"2,3,5,6-Tetrachlorophenol"
6569,"2,6-Dimethylphenol :- {2,6-Xylenol}"
6569,"2,6-Dimethylphenol :- {2,6-Xylenol}"
6569,"2,6-Dimethylphenol :- {2,6-Xylenol}"
6569,"2,6-Dimethylphenol :- {2,6-Xylenol}"
6569,"2,6-Dimethylphenol :- {2,6-Xylenol}"
6577,"3,4-Dimethylphenol :- {3,4-Xylenol}"
6577,"3,4-Dimethylphenol :- {3,4-Xylenol}"
6577,"3,4-Dimethylphenol :- {3,4-Xylenol}"
6577,"3,4-Dimethylphenol :- {3,4-Xylenol}"
6577,"3,4-Dimethylphenol :- {3,4-Xylenol}"
6578,4-Chlorotoluene :- {1-Chloro-4-methylbenzene}
6578,4-Chlorotoluene :- {1-Chloro-4-methylbenzene}
6578,4-Chlorotoluene :- {1-Chloro-4-methylbenzene}
6578,4-Chlorotoluene :- {1-Chloro-4-methylbenzene}
6578,4-Chlorotoluene :- {1-Chloro-4-methylbenzene}
6578,4-Chlorotoluene :- {1-Chloro-4-methylbenzene}
6578,4-Chlorotoluene :- {1-Chloro-4-methylbenzene}
6578,4-Chlorotoluene :- {1-Chloro-4-methylbenzene}
6578,4-Chlorotoluene :- {1-Chloro-4-methylbenzene}
6578,4-Chlorotoluene :- {1-Chloro-4-methylbenzene}
6579,4-Isopropyltoluene :- {4-methyl-Isopropylbenzene}
6579,4-Isopropyltoluene :- {4-methyl-Isopropylbenzene}
6579,4-Isopropyltoluene :- {4-methyl-Isopropylbenzene}
6579,4-Isopropyltoluene :- {4-methyl-Isopropylbenzene}
6579,4-Isopropyltoluene :- {4-methyl-Isopropylbenzene}
6579,4-Isopropyltoluene :- {4-methyl-Isopropylbenzene}
6579,4-Isopropyltoluene :- {4-methyl-Isopropylbenzene}
6579,4-Isopropyltoluene :- {4-methyl-Isopropylbenzene}
6579,4-Isopropyltoluene :- {4-methyl-Isopropylbenzene}
6583,4-Chloro-2-nitrotoluene :- {2-Nitro-4-Chlorotoluene}
6583,4-Chloro-2-nitrotoluene :- {2-Nitro-4-Chlorotoluene}
6583,4-Chloro-2-nitrotoluene :- {2-Nitro-4-Chlorotoluene}
6583,4-Chloro-2-nitrotoluene :- {2-Nitro-4-Chlorotoluene}
6583,4-Chloro-2-nitrotoluene :- {2-Nitro-4-Chlorotoluene}
6583,4-Chloro-2-nitrotoluene :- {2-Nitro-4-Chlorotoluene}
6583,4-Chloro-2-nitrotoluene :- {2-Nitro-4-Chlorotoluene}
6583,4-Chloro-2-nitrotoluene :- {2-Nitro-4-Chlorotoluene}
6583,4-Chloro-2-nitrotoluene :- {2-Nitro-4-Chlorotoluene}
6583,4-Chloro-2-nitrotoluene :- {2-Nitro-4-Chlorotoluene}
6583,4-Chloro-2-nitrotoluene :- {2-Nitro-4-Chlorotoluene}
6583,4-Chloro-2-nitrotoluene :- {2-Nitro-4-Chlorotoluene}
6583,4-Chloro-2-nitrotoluene :- {2-Nitro-4-Chlorotoluene}
6583,4-Chloro-2-nitrotoluene :- {2-Nitro-4-Chlorotoluene}
6584,"4-Chloro-3,5-dimethylphenol :- {PCMX}"
6584,"4-Chloro-3,5-dimethylphenol :- {PCMX}"
6584,"4-Chloro-3,5-dimethylphenol :- {PCMX}"
6584,"4-Chloro-3,5-dimethylphenol :- {PCMX}"
6584,"4-Chloro-3,5-dimethylphenol :- {PCMX}"
6594,Acetonitrile :- {Methyl Cyanide}
6594,Acetonitrile :- {Methyl Cyanide}
6594,Acetonitrile :- {Methyl Cyanide}
6594,Acetonitrile :- {Methyl Cyanide}
6594,Acetonitrile :- {Methyl Cyanide}
6594,Acetonitrile :- {Methyl Cyanide}
6594,Acetonitrile :- {Methyl Cyanide}
6594,Acetonitrile :- {Methyl Cyanide}
6604,Bromobenzene
6604,Bromobenzene
6604,Bromobenzene
6604,Bromobenzene
6604,Bromobenzene
6604,Bromobenzene
6604,Bromobenzene
6604,Bromobenzene
6604,Bromobenzene
6604,Bromobenzene
6605,Bromochloromethane
6605,Bromochloromethane
6605,Bromochloromethane
6605,Bromochloromethane
6605,Bromochloromethane
6605,Bromochloromethane
6605,Bromochloromethane
6605,Bromochloromethane
6605,Bromochloromethane
6605,Bromochloromethane
6605,Bromochloromethane
6605,Bromochloromethane
6605,Bromochloromethane
6606,Bromomethane
6606,Bromomethane
6606,Bromomethane
6610,Chloride : Dry Wt
6610,Chloride : Dry Wt
6610,Chloride : Dry Wt
6614,1-Chloro-4-nitrobenzene :- {p-Chloronitrobenzene}
6614,1-Chloro-4-nitrobenzene :- {p-Chloronitrobenzene}
6614,1-Chloro-4-nitrobenzene :- {p-Chloronitrobenzene}
6614,1-Chloro-4-nitrobenzene :- {p-Chloronitrobenzene}
6614,1-Chloro-4-nitrobenzene :- {p-Chloronitrobenzene}
6615,Chlorothalonil
6615,Chlorothalonil
6615,Chlorothalonil
6615,Chlorothalonil
6615,Chlorothalonil
6619,"Chromium Hexavalent, Dissolved :- {Cr VI}"
6619,"Chromium Hexavalent, Dissolved :- {Cr VI}"
6619,"Chromium Hexavalent, Dissolved :- {Cr VI}"
6619,"Chromium Hexavalent, Dissolved :- {Cr VI}"
6619,"Chromium Hexavalent, Dissolved :- {Cr VI}"
6619,"Chromium Hexavalent, Dissolved :- {Cr VI}"
6633,Demeton-S-methyl sulphoxide (Oxydemeton-methyl)
6633,Demeton-S-methyl sulphoxide (Oxydemeton-methyl)
6633,Demeton-S-methyl sulphoxide (Oxydemeton-methyl)
6633,Demeton-S-methyl sulphoxide (Oxydemeton-methyl)
6640,Fenchlorphos :- {Ronnel}
6640,Fenchlorphos :- {Ronnel}
6640,Fenchlorphos :- {Ronnel}
6640,Fenchlorphos :- {Ronnel}
6640,Fenchlorphos :- {Ronnel}
6640,Fenchlorphos :- {Ronnel}
6648,Hexachlorobutadiene
6648,Hexachlorobutadiene
6648,Hexachlorobutadiene
6648,Hexachlorobutadiene
6648,Hexachlorobutadiene
6648,Hexachlorobutadiene
6648,Hexachlorobutadiene
6648,Hexachlorobutadiene
6648,Hexachlorobutadiene
6648,Hexachlorobutadiene
6648,Hexachlorobutadiene
6648,Hexachlorobutadiene
6648,Hexachlorobutadiene
6648,Hexachlorobutadiene
6648,Hexachlorobutadiene
6656,MTBE :- {Methyl tert-butyl ether}
6656,MTBE :- {Methyl tert-butyl ether}
6656,MTBE :- {Methyl tert-butyl ether}
6656,MTBE :- {Methyl tert-butyl ether}
6656,MTBE :- {Methyl tert-butyl ether}
6656,MTBE :- {Methyl tert-butyl ether}
6656,MTBE :- {Methyl tert-butyl ether}
6658,n-ButylBenzene :- {1-Phenylbutane}
6658,n-ButylBenzene :- {1-Phenylbutane}
6658,n-ButylBenzene :- {1-Phenylbutane}
6658,n-ButylBenzene :- {1-Phenylbutane}
6658,n-ButylBenzene :- {1-Phenylbutane}
6658,n-ButylBenzene :- {1-Phenylbutane}
6658,n-ButylBenzene :- {1-Phenylbutane}
6658,n-ButylBenzene :- {1-Phenylbutane}
6658,n-ButylBenzene :- {1-Phenylbutane}
6658,n-ButylBenzene :- {1-Phenylbutane}
6659,n-Propylbenzene :- {1-phenylpropane}
6659,n-Propylbenzene :- {1-phenylpropane}
6659,n-Propylbenzene :- {1-phenylpropane}
6659,n-Propylbenzene :- {1-phenylpropane}
6659,n-Propylbenzene :- {1-phenylpropane}
6659,n-Propylbenzene :- {1-phenylpropane}
6659,n-Propylbenzene :- {1-phenylpropane}
6659,n-Propylbenzene :- {1-phenylpropane}
6659,n-Propylbenzene :- {1-phenylpropane}
6659,n-Propylbenzene :- {1-phenylpropane}
6661,Nitrobenzene
6661,Nitrobenzene
6661,Nitrobenzene
6661,Nitrobenzene
6666,PCB - 031
6666,PCB - 031
6674,Phosalone
6674,Phosalone
6676,PCB - 169 : Dry Wt
6676,PCB - 169 : Dry Wt
6677,PCB - 077 : Dry Wt
6677,PCB - 077 : Dry Wt
6690,sec-Butylbenzene :- {1-Methylpropylbenzene}
6690,sec-Butylbenzene :- {1-Methylpropylbenzene}
6690,sec-Butylbenzene :- {1-Methylpropylbenzene}
6690,sec-Butylbenzene :- {1-Methylpropylbenzene}
6690,sec-Butylbenzene :- {1-Methylpropylbenzene}
6690,sec-Butylbenzene :- {1-Methylpropylbenzene}
6690,sec-Butylbenzene :- {1-Methylpropylbenzene}
6690,sec-Butylbenzene :- {1-Methylpropylbenzene}
6690,sec-Butylbenzene :- {1-Methylpropylbenzene}
6690,sec-Butylbenzene :- {1-Methylpropylbenzene}
6693,"Strontium, Filtered"
6693,"Strontium, Filtered"
6693,"Strontium, Filtered"
6693,"Strontium, Filtered"
6693,"Strontium, Filtered"
6693,"Strontium, Filtered"
6693,"Strontium, Filtered"
6693,"Strontium, Filtered"
6693,"Strontium, Filtered"
6693,"Strontium, Filtered"
6693,"Strontium, Filtered"
6693,"Strontium, Filtered"
6693,"Strontium, Filtered"
6693,"Strontium, Filtered"
6697,"tert-Butylbenzene :- {(1,1-Dimethylethyl)benzene}"
6697,"tert-Butylbenzene :- {(1,1-Dimethylethyl)benzene}"
6697,"tert-Butylbenzene :- {(1,1-Dimethylethyl)benzene}"
6697,"tert-Butylbenzene :- {(1,1-Dimethylethyl)benzene}"
6697,"tert-Butylbenzene :- {(1,1-Dimethylethyl)benzene}"
6697,"tert-Butylbenzene :- {(1,1-Dimethylethyl)benzene}"
6697,"tert-Butylbenzene :- {(1,1-Dimethylethyl)benzene}"
6697,"tert-Butylbenzene :- {(1,1-Dimethylethyl)benzene}"
6697,"tert-Butylbenzene :- {(1,1-Dimethylethyl)benzene}"
6697,"tert-Butylbenzene :- {(1,1-Dimethylethyl)benzene}"
6699,"Titanium, Filtered"
6699,"Titanium, Filtered"
6699,"Titanium, Filtered"
6699,"Titanium, Filtered"
6699,"Titanium, Filtered"
6699,"Titanium, Filtered"
6711,Trichlorofluoromethane
6711,Trichlorofluoromethane
6711,Trichlorofluoromethane
6711,Trichlorofluoromethane
6711,Trichlorofluoromethane
6711,Trichlorofluoromethane
6715,Vinyl chloride :- {Chloroethylene}
6715,Vinyl chloride :- {Chloroethylene}
6715,Vinyl chloride :- {Chloroethylene}
6715,Vinyl chloride :- {Chloroethylene}
6715,Vinyl chloride :- {Chloroethylene}
6715,Vinyl chloride :- {Chloroethylene}
6715,Vinyl chloride :- {Chloroethylene}
6715,Vinyl chloride :- {Chloroethylene}
6715,Vinyl chloride :- {Chloroethylene}
6715,Vinyl chloride :- {Chloroethylene}
6715,Vinyl chloride :- {Chloroethylene}
6715,Vinyl chloride :- {Chloroethylene}
6715,Vinyl chloride :- {Chloroethylene}
6715,Vinyl chloride :- {Chloroethylene}
6716,"Dimethylbenzene : Sum of isomers (1,3- 1,4-)"
6716,"Dimethylbenzene : Sum of isomers (1,3- 1,4-)"
6716,"Dimethylbenzene : Sum of isomers (1,3- 1,4-)"
6716,"Dimethylbenzene : Sum of isomers (1,3- 1,4-)"
6716,"Dimethylbenzene : Sum of isomers (1,3- 1,4-)"
6716,"Dimethylbenzene : Sum of isomers (1,3- 1,4-)"
6716,"Dimethylbenzene : Sum of isomers (1,3- 1,4-)"
6716,"Dimethylbenzene : Sum of isomers (1,3- 1,4-)"
6716,"Dimethylbenzene : Sum of isomers (1,3- 1,4-)"
6716,"Dimethylbenzene : Sum of isomers (1,3- 1,4-)"
6716,"Dimethylbenzene : Sum of isomers (1,3- 1,4-)"
6716,"Dimethylbenzene : Sum of isomers (1,3- 1,4-)"
6716,"Dimethylbenzene : Sum of isomers (1,3- 1,4-)"
6716,"Dimethylbenzene : Sum of isomers (1,3- 1,4-)"
6716,"Dimethylbenzene : Sum of isomers (1,3- 1,4-)"
6716,"Dimethylbenzene : Sum of isomers (1,3- 1,4-)"
6716,"Dimethylbenzene : Sum of isomers (1,3- 1,4-)"
6720,Dibutyl Phthalate
6720,Dibutyl Phthalate
6720,Dibutyl Phthalate
6724,Di(2-ethylhexyl) phthalate :- {DEHP}
6724,Di(2-ethylhexyl) phthalate :- {DEHP}
6724,Di(2-ethylhexyl) phthalate :- {DEHP}
6724,Di(2-ethylhexyl) phthalate :- {DEHP}
6724,Di(2-ethylhexyl) phthalate :- {DEHP}
6724,Di(2-ethylhexyl) phthalate :- {DEHP}
6724,Di(2-ethylhexyl) phthalate :- {DEHP}
6724,Di(2-ethylhexyl) phthalate :- {DEHP}
6744,"2,2-Dichloropropane"
6744,"2,2-Dichloropropane"
6744,"2,2-Dichloropropane"
6744,"2,2-Dichloropropane"
6744,"2,2-Dichloropropane"
6744,"2,2-Dichloropropane"
6744,"2,2-Dichloropropane"
6744,"2,2-Dichloropropane"
6744,"2,2-Dichloropropane"
6744,"2,2-Dichloropropane"
6753,Anthracene
6753,Anthracene
6753,Anthracene
6753,Anthracene
6753,Anthracene
6753,Anthracene
6753,Anthracene
6753,Anthracene
6753,Anthracene
6753,Anthracene
6753,Anthracene
6753,Anthracene
6753,Anthracene
6753,Anthracene
6753,Anthracene
6769,"Contraceptives/Tampon applicators, Waters edge : Scale 0-3"
6769,"Contraceptives/Tampon applicators, Waters edge : Scale 0-3"
6769,"Contraceptives/Tampon applicators, Waters edge : Scale 0-3"
6769,"Contraceptives/Tampon applicators, Waters edge : Scale 0-3"
6769,"Contraceptives/Tampon applicators, Waters edge : Scale 0-3"
6769,"Contraceptives/Tampon applicators, Waters edge : Scale 0-3"
6769,"Contraceptives/Tampon applicators, Waters edge : Scale 0-3"
6769,"Contraceptives/Tampon applicators, Waters edge : Scale 0-3"
6770,"Contraceptives/Tampon applicators, Strandline to water : Scale 0-3"
6770,"Contraceptives/Tampon applicators, Strandline to water : Scale 0-3"
6770,"Contraceptives/Tampon applicators, Strandline to water : Scale 0-3"
6770,"Contraceptives/Tampon applicators, Strandline to water : Scale 0-3"
6770,"Contraceptives/Tampon applicators, Strandline to water : Scale 0-3"
6770,"Contraceptives/Tampon applicators, Strandline to water : Scale 0-3"
